https://cveawg.mitre.org/api/cve/CVE-2026-54363	200	2026-08-09T13:19:57Z
https://cveawg.mitre.org/api/cve/CVE-2026-54364	200	2026-08-09T13:19:57Z
https://cveawg.mitre.org/api/cve/CVE-2026-54365	200	2026-08-09T13:19:57Z
https://cveawg.mitre.org/api/cve/CVE-2026-54366	200	2026-08-09T13:19:57Z
https://cveawg.mitre.org/api/cve/CVE-2026-54367	200	2026-08-09T13:19:57Z
https://cveawg.mitre.org/api/cve/CVE-2026-54368	200	2026-08-09T13:19:57Z
2026-08-09T1315Z-audit	B3	https://www.cisa.gov/news-events/ics-medical-advisories/icsma-26-216-01	200	jina-bridge	CISA ICSMA-26-216-01 live
2026-08-09T1315Z-audit	B3	https://cveawg.mitre.org/api/cve/CVE-2026-17583	200	bridge	CVE record live
2026-08-09T1315Z-audit	B3	https://raw.githubusercontent.com/cisagov/CSAF/develop/csaf_files/OT/white/2026/icsma-26-216-01.json	200	bridge	CSAF source of truth
2026-08-09T1315Z-audit	B3	https://github.com/traefik/traefik/security/advisories/GHSA-fgjj-px3w-67xx	200	webfetch	CVE-2026-71327 assigned
2026-08-09T1315Z-audit	B3	https://github.com/traefik/traefik/security/advisories/GHSA-62fc-8686-hfmq	200	webfetch	CVE-2026-71325 assigned
2026-08-09T1315Z-audit	B3	https://github.com/traefik/traefik/security/advisories/GHSA-6765-c87h-8mrf	200	webfetch	CVE-2026-71326 assigned
2026-08-09T1315Z-audit	B3	https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0964/	200	webfetch	CERT-FR Traefik
2026-08-09T1315Z-audit	B3	https://cveawg.mitre.org/api/cve/CVE-2026-71327	200	bridge	pub 2026-08-06T16:38Z
2026-08-09T1315Z-audit	B3	https://cveawg.mitre.org/api/cve/CVE-2026-71325	200	bridge	pub 2026-08-06T16:24Z
2026-08-09T1315Z-audit	B3	https://cveawg.mitre.org/api/cve/CVE-2026-58048	200	bridge	CNA hackerone CVSSv4 9.4
2026-08-09T1315Z-audit	B3	https://cveawg.mitre.org/api/cve/CVE-2026-58047	200	bridge	CNA hackerone CVSSv4 5.6
2026-08-09T1315Z-audit	B3	https://support.cpanel.net/hc/en-us/articles/42285745783703-Security-CVE-2026-58048-Database-Privilege-Escalation	200	jina-bridge	403 to WebFetch; live via bridge
2026-08-09T1315Z-audit	B3	https://www.cisa.gov/news-events/alerts/2026/08/05/cisa-adds-one-known-exploited-vulnerability-catalog	200	jina-bridge	KEV alert live
2026-08-09T1315Z-audit	B3	https://www.cisa.gov/known-exploited-vulnerabilities-catalog	200	bridge	KEV JSON; CVE-2026-63077 dateAdded 2026-08-05
2026-08-09T1315Z-audit	B3	https://cveawg.mitre.org/api/cve/CVE-2026-63077	200	bridge	JetBrains CNA CVSS3.1 9.8
2026-08-09T1315Z-audit	B3	https://blog.jetbrains.com/teamcity/2026/07/cve-2026-63077/	200	webfetch	agent polling protocol vector
2026-08-09T1315Z-audit	B3	https://www.veeam.com/kb4892	200	webfetch	Veeam ONE 6 CVEs verified
2026-08-09T1315Z-audit	B3	https://www.veeam.com/kb4893	200	webfetch	VSPC 4 CVEs verified
2026-08-09T1315Z-audit	B3	https://helpx.adobe.com/security/products/campaign/apsb26-120.html	200	webfetch	7 CVEs verified
2026-08-09T1315Z-audit	B3	https://csaf.arubanetworking.hpe.com/2026/hpe_aruba_networking_-_hpesbnw05100.txt	200	bridge	HPESBNW05100 verified
2026-08-09T1315Z-audit	B3	https://access.redhat.com/security/cve/CVE-2026-16443	200	webfetch	CVSS 7.4 AC:H verified
2026-08-09T1315Z-audit	B3	https://www.vulncheck.com/blog/zbt-endlessdoors	200	webfetch	ENDLESSDOORS verified
2026-08-09T1315Z-audit	B3	https://blog.talosintelligence.com/keep-going-bro-youve-got-this-a-data-driven-look-at-how-adversaries-are-weaponizing-ai/	200	webfetch	quotes verified; 18M figure is line offset
https://cveawg.mitre.org/api/cve/CVE-2026-65766	200	truth-B1	CNA Joomla, CVSS4.0 9.2 confirmed
https://cveawg.mitre.org/api/cve/CVE-2026-65879	200	truth-B1	no CNA metrics; CISA-ADP CVSS3.1 9.8 confirmed
https://cveawg.mitre.org/api/cve/CVE-2026-65876	200	truth-B1	CNA CVSS4.0 9.2, loadMoreArticles catid
https://cveawg.mitre.org/api/cve/CVE-2026-65877	200	truth-B1	CNA CVSS4.0 8.2, media manager
https://cveawg.mitre.org/api/cve/CVE-2026-65878	200	truth-B1	CNA CVSS4.0 8.3, arbitrary file delete
https://mysites.guru/blog/sp-page-builder-sql-injection-mail-relay-disclosure/	200	truth-B1	discloser advisory; all evidence quotes verbatim
https://helpx.adobe.com/security/products/campaign/apsb26-114.html	200	truth-B1	APSB26-114; tables + both evidence quotes verbatim
https://cveawg.mitre.org/api/cve/CVE-2026-48449	200	truth-B1	Adobe CNA CVSS3.1 10.0, CWE-863
https://cveawg.mitre.org/api/cve/CVE-2026-48448	200	truth-B1	Adobe CNA CVSS3.1 8.6, CWE-89
https://certvde.com/en/advisories/VDE-2026-008/	200	truth-B1	20 CVEs, 5x 9.8; all three evidence quotes verbatim
https://slcyber.io/research-center/exploit-brokers-pay-500000-for-a-wordpress-rce-i-found-one-with-gpt5-6/	200	truth-B1	both evidence quotes verbatim; discovery narrative confirmed
https://unit42.paloaltonetworks.com/autonomous-ai-cyber-attack-campaign/	200	truth-B1	confirmed-impact sentence + Table 2 verified
https://cveawg.mitre.org/api/cve/CVE-2026-39987	200	truth-B1	CVSS4.0 9.3, <0.23.0, KEV 2026-04-23
https://cloud.google.com/blog/topics/threat-intelligence/mitigation-guidance-for-supply-chain-compromise/	200	truth-B1	4 GTIG quotes verbatim; axios->MIDNIGHT NEPTUNE confirmed
https://aws.amazon.com/blogs/security/amazon-identifies-north-korean-hacker-group-behind-open-source-supply-chain-attacks/	200	truth-B1	3 AWS quotes verbatim; alias list + Mar-2025 rehearsal confirmed
https://www.fbi.gov/investigate/cyber/alerts/2026/malicious-cyber-actors-targeting-water-and-wastewater-sector-internet--facing-programmable-logic-controllers-causing-operational-disruptions	200	truth-B1	seven states, MicroLogix 1100/1400, both quotes verbatim
https://www.cisa.gov/news-events/alerts/2026/07/30/cisa-urges-water-and-wastewater-systems-sector-protect-ot-against-activity-targeting-plcs	200	truth-B1	via fetch_source cisa bridge; boil-water + cellular-modem quotes verbatim
https://censys.com/blog/cisa-alert-water-tower-plc-targeting/	403	truth-B1	BLOCKED direct + jina; 4,117 / 86.0% figures NOT independently verifiable this pass
https://www.arista.com/en/support/advisories-notices/security-advisory/24364-security-advisory-0144	200	truth-B1	both Arista quotes verbatim
https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-fmc-static-cred-BET3Cjh	200	truth-B1	Cisco July-2026 exploitation-awareness quote verbatim
https://www.rapid7.com/blog/post/ra-check-point-smartconsole-authentication-bypass-technical-analysis-cve-2026-16232	200	truth-B1	Trusted Clients default-setting quote verbatim
https://fortiguard.fortinet.com/psirt/FG-IR-25-934	200	truth-B1	precondition quote verbatim
https://lavahq.io/research/bmc-exposure-alert	200	truth-B1	ransom-note, two-thirds and "main fix is simple" quotes verbatim
https://www.cisa.gov/news-events/alerts/2026/07/27/cisa-adds-two-known-exploited-vulnerabilities-catalog	200	truth-B1	KEV additions CVE-2026-16812 + CVE-2025-68686
https://www.darkreading.com/cyber-risk/flaw-exposes-data-centers-server-takeover	200	truth-B1	corroborating; Lava CTO restatement as entry describes
https://seclists.org/oss-sec/2026/q3/298	200	truth-B1	Airflow FAB oss-sec post
https://www.solarwinds.com/trust-center/security-advisories/cve-2026-28323	200	truth-B1	vendor advisory live
https://mysites.guru/blog/gridbox-23-critical-vulnerabilities/	200	truth-B1	all three quotes verbatim incl. 1.0.0-2.20.1 range
