2026-07-26T13:15Z	B1	https://securelist.com/goserpent-backdoor-in-southeast-asia/120687/	200	ok	bridge+webfetch
https://huggingface.co/blog/security-incident-july-2026	200	B2
https://openai.com/index/hugging-face-model-evaluation-security-incident/	200-via-jina	B2
https://www.cnbc.com/2026/07/22/open-ai-cyber-models-hack-hugging-face.html	200	B2
https://www.bleepingcomputer.com/news/security/hugging-face-breach-autonomous-ai-agent-system-internal-datasets-credentials/	not-fetched-corroborating	B2
https://www.go4it.ro/securitate-informatica/raport-dnsc-dupa-atacul-cibernetic-la-cadastru-vulnerabilitati-vechi-si-lipsa-antivirusului-pe-servere-au-expus-datele-a-doua-milioane-de-utilizatori-19280189/	200	2026-07-26T13:16:08Z
https://securelist.com/project-cav3rn-cyberespionage-framework-using-outlook-and-dns/120757/	200	B2
https://advisories.ncsc.nl/advisory?id=NCSC-2026-0237	200-via-jina	B2
https://www.bleepingcomputer.com/news/security/critical-sharepoint-rce-flaw-exploited-to-steal-machine-keys/	200	B2
https://www.letemps.ch/cyber/les-resultats-d-examens-d-etudiants-de-l-ifage-et-d-autres-donnees-ont-ete-mis-en-ligne-par-des-cybercriminels	200	2026-07-26T13:18:23Z
https://www.zerodayinitiative.com/advisories/ZDI-26-036/	200-via-jina	B2
https://www.cisa.gov/news-events/alerts/2026/07/21/cisa-adds-four-known-exploited-vulnerabilities-catalog	200-via-cisa-bridge	B2
https://advisories.ncsc.nl/advisory?id=NCSC-2026-0251	200-via-jina	B2
https://vulnerabilities.ncsc.nl/vulnerability.html?id=2026/cve-2026-8859	200-via-jina	B2
https://services.nvd.nist.gov/rest/json/cves/2.0?cveId=CVE-2026-8859	200	B2
https://services.nvd.nist.gov/rest/json/cves/2.0?cveId=CVE-2026-9135	200	B2
https://services.nvd.nist.gov/rest/json/cves/2.0?cveId=CVE-2026-9202	200	B2
https://services.nvd.nist.gov/rest/json/cves/2.0?cveId=CVE-2026-7754	200	B2
https://services.nvd.nist.gov/rest/json/cves/2.0?cveId=CVE-2026-7755	200	B2
https://services.nvd.nist.gov/rest/json/cves/2.0?cveId=CVE-2026-8476	200	B2
https://www.ictjournal.ch/news/2026-07-17/cyberattaque-contre-lifage-les-pirates-de-dragonforce-menacent-de-publier-la-masse	200	2026-07-26T13:18:56Z
https://www.20min.ch/fr/story/geneve-les-hackers-de-l-institut-ifage-ont-mis-leurs-menaces-a-execution-103608147	200	2026-07-26T13:18:56Z
https://www.go4it.ro/securitate-informatica/seful-dnsc-despre-atacul-cibernetic-de-la-cadastru-putea-fi-prevenit-hackerii-au-exploatat-vulnerabilitati-deja-cunoscute-19279543/	200	2026-07-26T13:18:56Z
https://psnews.ro/raport-dnsc-dupa-incidentul-de-securitate-de-la-ancpi-cum-au-fost-compromise-aplicatiile-critice-ale-statului/	200	2026-07-26T13:18:56Z
https://www.digi24.ro/stiri/actualitate/agentia-nationala-de-cadastru-spune-ca-bazele-de-date-nu-au-fost-afectate-cand-se-reiau-serviciile-3870161	200	2026-07-26T13:18:56Z
https://www.swisscybersecurity.net/	200	2026-07-26T13:18:56Z
https://www.inside-it.ch/rss.xml	200	2026-07-26T13:18:56Z
https://www.ncsc.admin.ch/ncsc/de/home/aktuell/aktuelle-vorfaelle.html	200	2026-07-26T13:18:56Z
https://www.ncsc.admin.ch/ncsc/de/home/aktuell/im-fokus.html	200	2026-07-26T13:18:56Z
https://www.swissinfo.ch/ger/cyberkriminelle-greifen-thurgauer-zugbauer-stadler-rail-an/91776656	200	B2
https://www.letemps.ch/suisse/vaud/le-piratage-d-une-fiduciaire-vaudoise-expose-sur-le-dark-web-100-000-dossiers-de-clients-dont-celui-d-un-conseiller-d-etat	200	B2
https://www.24heures.ch/cyberattaque-les-donnees-fiscales-de-vassilis-venizelos-fuitent-454052188828	200-via-jina	B2
https://www.halcyon.ai/threat-group/everest	200	B2
2026-07-26T13:16Z	B1	https://slcyber.io/research-center/wp2shell-pre-authentication-rce-in-wordpress-core	200	ok	bridge
